,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
198,26-07-2018,Entropik,Software-As-A-Service Platform,bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",seed/angelfunding,1100000,IT,2018,1
199,26-07-2018,TheCapitalNet,Unified Global Investments Ecosystem,hyderabad,Lindwall Family Investments LLC (LFI),privateequity,500000,Fin-Tech,2018,1
200,30-07-2018,Shuttl,Bus Aggregation Platform,gurugram,Amazon Alexa Fund & Dentsu Ventures,privateequity,11000000,Consumer Internet,2018,1
201,30-07-2018,Fi,Health and fitness Platform,bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",privateequity,120000000,Consumer Internet,2018,1
202,31-07-2018,Fi,Non-Bank Lending Platform For SME,chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",privateequity,100000000,Fin-Tech,2018,1
203,31-07-2018,Healthsignz,Health and Well being Platform,hyderabad,Kantilal Patel,seed/angelfunding,5000000,Healthcare,2018,1
204,01-06-2018,CoinTribe,Credit-Based Lending Marketplace For Small And Medium Enterprises,gurugram,"Sabre Partners, Puneet Dalmia & Others",privateequity,10000000,Finance,2018,1
205,04-06-2018,Digiconectt,Sales Analytics and Enablement Platform,bengaluru,Aspire Logistics LLC,seed/angelfunding,125000,Technology,2018,1
206,07-06-2018,Fi,Non-Banking Financial Company,bhubneswar,Oman India Joint Investment Fund (OIJIF),privateequity,23000000,Finance,2018,1
207,07-06-2018,Meesho,Online Marketplace For Resellers,bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",privateequity,11500000,Consumer Internet,2018,1
208,10-06-2018,Fi,Online Lending Platform,gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",privateequity,21500000,Finance,2018,1
209,12-06-2018,Alpha Capital,Supplychain Finance,mumbai,Alpha Capital,privateequity,14800000,Finance,2018,1
210,12-06-2018,eshakti,Fashion e-tailer,chennai,Paragon Partners,privateequity,10100000,E-Commerce,2018,1
211,12-06-2018,Daily Ninja,Hyperlocal Delivery Platform,bengaluru,Saama Capital and Sequoia Capital,seed/angelfunding,3000000,Consumer Internet,2018,1
212,13-06-2018,Niro,An Online Platform That Connects Ayurveda Doctors With Patients,gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",seed/angelfunding,3000000,Healthcare,2018,1
213,13-06-2018,Nivesh,Mass Market Mutual Fund Investment Platform,noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",seed/angelfunding,450000,Finance,2018,1
214,14-06-2018,HomeLane,Online Home Furnishing Solutions,bengaluru,Brand Capital,seed/angelfunding,3450000,Consumer Internet,2018,1
215,14-06-2018,Network Intelligence,Cybersecurity Specialist,mumbai,Helix Investments,privateequity,4800000,Technology,2018,1
216,18-06-2018,Tynor Othontics,Prosthetics Manufacturers,chandigarh,Lighthouse Funds & Thuasne Participations,privateequity,21000000,Healthcare,2018,1
217,18-06-2018,Elucidata,Data Analytics (SaaS),delhi & cambridge,Hyperplane Venture Capital and several angel investors,seed/angelfunding,1700000,IT,2018,1
218,19-06-2018,RentSher,Online Rental Marketplace,bengaluru,"Shorooq Investments, LetsVenture & Others",seed/angelfunding,1100000,Consumer Internet,2018,1
219,20-06-2018,Drip capital,Trade Finance Firm,mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",privateequity,15000000,Finance,2018,1
220,22-06-2018,WickedRide,Online Motorbike And Scooter Rental Platforms,bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",privateequity,9100000,Consumer Internet,2018,1
221,25-06-2018,PolicyBazaar,Online Insurance Selling Platform,gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,privateequity,200000000,Consumer Internet,2018,1
222,25-06-2018,HipBar,Digital Payment Platform For Beverage Delivery,bengaluru,Diageo India,privateequity,4000000,Consumer Internet,2018,1
223,25-06-2018,Sqqrl,App-based investment platform,gurugram,Equanimity Venture Fund,seed/angelfunding,1000000,Finance,2018,1
224,26-06-2018,Paytm,Digital Payment Platform,noida,One 97 Communications,privateequity,8950000,Technology,2018,1
225,26-06-2018,Sigtuple,Data Driven Intelligence Solutions Platform,bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",privateequity,19000000,Healthcare,2018,1
226,27-06-2018,Wow Express,E-commerce Logistics Platform,mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,privateequity,4500000,Technology,2018,1
227,28-06-2018,Front Desk AI,An AI Platform Offering Automated Customer Service Software,bengaluru,Speciale Invest & Others,seed/angelfunding,1100000,Technology,2018,1
228,28-06-2018,Edureka,Online Education Platform,bengaluru,Leo Capital,seed/angelfunding,2000000,Ed-Tech,2018,1
229,02-05-2018,OpenTap,Online Lending Platform,chennai,Unknown High Net-Worth Individuals,seed/angelfunding,450000,Finance,2018,1
230,02-05-2018,Bizongo,Aggregator For Packaging Material,mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",privateequity,22000000,Consumer Internet,2018,1
231,03-05-2018,Disprz,SaaS,chennai,"IL&FS Private Equity, Kae Capital & Others",seed/angelfunding,2500000,IT,2018,1
232,07-05-2018,PaisaDukan,P2P Lending Platform,mumbai,None,seed/angelfunding,225000,Consumer Internet,2018,1
233,09-05-2018,i3sysytems,AI product company For Health and Life Insurane Companies,mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",seed/angelfunding,1000000,Technology,2018,1
234,11-05-2018,Earth Food,Agri-tech,pune,Rairah Corporation,seed/angelfunding,949000,Consumer Internet,2018,1
235,14-05-2018,Nykaa,Beauty e-tailer,mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",privateequity,24000000,Consumer Internet,2018,1
236,16-05-2018,mfine,Doctor-Consultation App,bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",privateequity,4200000,Healthcare,2018,1
237,21-05-2018,Rocketium,Online Video Creation Platform,bengaluru,Blume ventures,seed/angelfunding,300000,Technology,2018,1
238,21-05-2018,MilkBasket,Micro-Delivery Grocery Startup,gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",privateequity,7000000,Technology,2018,1
239,22-05-2018,Vola,Micro Lending Platform,bengaluru,Credika and unnamed angel investors,seed/angelfunding,500000,Finance,2018,1
240,22-05-2018,Cashkumar,P2P Lending Platform,bengaluru,LetsVenture,seed/angelfunding,735000,Consumer Internet,2018,1
241,23-05-2018,Edyoo,Products For Shoolgoing Children,bengaluru,RS Shanbag,seed/angelfunding,735000,E-Commerce,2018,1
242,23-05-2018,Aashiyaan,Housing Finance For Low-Income Families,kolkata,"Insistor, Oikocredit",seed/angelfunding,2000000,Finance,2018,1
243,24-05-2018,Smartivity,Designer Of Toys and Learning Projects For Kids,delhi,"Ashish Kacholi, S Chand Group",seed/angelfunding,2000000,Ed-tech,2018,1
244,24-05-2018,Bonphulapl,Oxygen Optimiser Manufacturer,delhi,Atul Gupta and Saurabh Rastogi,seed/angelfunding,293000,Clean-tech,2018,1
245,27-05-2018,Acko,Online Insurance Platform,mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",seed/angelfunding,12000000,Consumer Internet,2018,1
246,28-05-2018,HWell24,Home Healthcare Aggregator,mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",seed/angelfunding,200000,Healthcare,2018,1
247,29-05-2018,Toffee,Online Insurance Platform,gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",seed/angelfunding,1500000,Consumer Internet,2018,1
248,29-05-2018,Tonetag,Mobile Payments Technology Platform,bengaluru,Amazon Inc. and Mastercard,privateequity,8000000,Technology,2018,1
249,30-05-2018,Stellaps,Iot Application Platform In Agriculture,bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",privateequity,14000000,Technology,2018,1
250,31-05-2018,Cred,Lending Platform For SMEs,hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",seed/angelfunding,13000000,Consumer Internet,2018,1
251,02-04-2018,Fi,Online Fitness Discovey Platform,mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",privateequity,2000000,Consumer Internet,2018,1
252,02-04-2018,Synctag,Social Media Anlaytics Platform,coimbatore,Subhkam Ventures and Mohit Khadaria,seed/angelfunding,307600,Technology,2018,1
253,02-04-2018,Fi,Online Loan Matchmaking Platform,bengaluru,None,seed/angelfunding,1300000,Consumer Internet,2018,1
254,04-04-2018,Varthana,Loans and Services To Affordable Private Schools in India,bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",privateequity,55000000,Finance,2018,1
255,05-04-2018,IndigoLearn,Online Education Platform,hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",seed/angelfunding,150000,Ed-Tech,2018,1
256,05-04-2018,Vedantu,Interactive Online Tutoring Platform,bangalore,"Accel Partners, Tiger Global And Others",privateequity,10000000,Ed-Tech,2018,1
257,09-04-2018,Kaleidofin,Digital Financial Services Platform,chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,seed/angelfunding,2800000,Fiinance,2018,1
258,09-04-2018,Pipabella,Fashion Accessories Etailer,mumbai,Fireside Ventures,seed/angelfunding,1000000,Consumer Internet,2018,1
259,09-04-2018,Kriger Campus,Mobile-Based Education Network,delhi,None,seed/angelfunding,46140,Ed-Tech,2018,1
260,10-04-2018,TravelTriangle,Online Travel Marketplace,gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",privateequity,12000000,Consumer Internet,2018,1
261,12-04-2018,Letsmd,Platform To Discover Healthcare Financing Options,delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",seed/angelfunding,1000000,Healthcare,2018,1
262,12-04-2018,Fi,Online Lending Platform,gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",debtfunding,46000000,Finance,2018,1
263,13-04-2018,mintifi,Online Lending Platform,mumbai,Lok Capital,seed/angelfunding,2000000,Finance,2018,1
264,16-04-2018,icanstay,Online Platform For Luxury Hotel Stay For Business Travelers,delhi,Mr. Manoj Prasad,seed/angelfunding,500000,Consumer Internet,2018,1
265,18-04-2018,Coverfox,Online Insurance Aggregator,mumbai,"International Finance Corporation, Transamerica and others.",privateequity,22000000,Consumer Internet,2018,1
266,19-04-2018,Fyle,AI Based Expense Management Platform,bengaluru,Pravega Ventures and Beenext,seed/angelfunding,11000000,Technology,2018,1
267,19-04-2018,True Balance,Mobile Balance Checking App,gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",privateequity,23000000,Technology,2018,1
268,22-04-2018,Doxper,Digitized Health-Tech Solutions For Practitioners,mumbai,Vidal Healthcare,seed/angelfunding,1900000,Healthcare,2018,1
269,22-04-2018,Nykaa,Beauty e-tailer,mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",privateequity,11000000,Consumer Internet,2018,1
270,23-04-2018,Mihuru,Online Platform Providing Micro Loans For Air Travel,mumbai,None,seed/angelfunding,150000,Finance,2018,1
271,23-04-2018,Capital Float,Online Lending Platform,bengaluru,Amazon,privateequity,22000000,Finance,2018,1
272,25-04-2018,Trip shelf,Online Travel Marketplace,delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",seed/angelfunding,246000,Consumer Internet,2018,1
273,26-04-2018,POPxo,Women Focussed Digital Media Platform,delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",privateequity,5500000,Technology,2018,1
274,27-04-2018,1mg,Online Pharmacy Store,gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",privateequity,10000000,Consumer Internet,2018,1
275,30-04-2018,Samco,Online Stock Broker,mumbai,Bay Capital Investments and Others,privateequity,7500000,Consumer Internet,2018,1
276,30-04-2018,MyLoanCare,B2C Online Loans Marketplace,gurgaon,SAR Group,seed/angelfunding,978000,Finance,2018,1
277,01-03-2018,Buddy,Online Scholarship Portal,noida,CBA Capital and others,privateequity,3000000,Consumer Internet,2018,1
278,01-03-2018,Urban Ladder,Online Furniture Store,bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",privateequity,12000000,E-Commerce,2018,1
279,03-03-2018,Kuvera,Online Financial Planning,bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",seed/angelfunding,250000,Consumer Internet,2018,1
280,04-03-2018,Gramophone,Agri-tech,indore,InfoEdge,seed/angelfunding,1000000,Technology,2018,1
281,05-03-2018,Wellthy,Therapeutics,mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",privateequity,2100000,Healthcare,2018,1
282,05-03-2018,MedGenome,"Genetic Screening, DNA Diagnostics Labs & Research Centers",bengaluru,"HDFC Life, HDFC Asset Management",privateequity,10000000,Healthcare,2018,1
283,05-03-2018,Fi,Online Lending,jaipur,Sequoia Capital,privateequity,6000000,Consumer Internet,2018,1
284,05-03-2018,Hotelogix,Cloud based Online Hotel Management Software,noida,"Vertex Ventures, Accel Partners and Saama Capital",privateequity,5000000,Technology,2018,1
285,04-03-2018,Livehealth,Health Service Aggregator Platform,pune,Nexus Venture Partners,seed/angelfunding,1100000,Consumer Internet,2018,1
286,06-03-2018,Ad2pro,"Creative Design, Brand, Media and Technology Platform Solutions",chennai,Avendus Finance Pvt. Ltd,debtfunding,9700000,Technology,2018,1
287,06-03-2018,Coverfox,Online Insurance Aggregator,mumbai,Aegon NV,privateequity,7600000,Consumer Internet,2018,1
288,08-03-2018,Pepperfry,Online Furniture Shopping Store,mumbai,State Street Global Advisors,privateequity,38400000,Consumer Internet,2018,1
289,08-03-2018,Magicpin,Hyperlocal Discovery,gurugram,Trifecta Capital,debtfunding,1000000,Consumer Internet,2018,1
290,12-03-2018,HealthCare,Healthcare Aggregator,mumbai,HR Fund,seed/angelfunding,1000000,Consumer Internet,2018,1
291,13-03-2018,PineLabs,Digital Payment Platform,mumbai,"Actis, Altimeter Capital",privateequity,82000000,Technology,2018,1
292,14-03-2018,Fi,Online Lending Platform,bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",privateequity,17200000,Consumer Internet,2018,1
293,15-03-2018,Grofers,Online Grocery Shop,gurugram,"SoftBank, Tiger Global and Apoletto Managers.",privateequity,62000000,Consumer Internet,2018,1
294,19-03-2018,Fi,Ready To cook Food Solution,mumbai,Alteria Capital,debtfunding,1310000,Consumer Internet,2018,1
295,19-03-2018,Karma Healthcare,Technology enabled equitable healthcare for India,udaipur,"1Crowd, Ankur Capital",seed/angelfunding,500000,Healthcare,2018,1
296,19-03-2018,Zappfresh,Online Raw Meat E-tailer,gurugram,"Amit Burman, SIDBI Venture Capital",seed/angelfunding,3000000,Food & Beverages,2018,1
297,19-03-2018,CustomerSucessBox,Customer Success Software for B2B SaaS,gurugram,"Pi Ventures, Axilor Ventures",seed/angelfunding,1000000,Technology,2018,1
298,22-03-2018,Chargebee,Subscription Billing & Recurring Payments Software,chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",privateequity,18000000,Technology,2018,1
299,22-03-2018,i2i Funding,Online loan platform,noida,SucSEED Venture Partners,seed/angelfunding,768000,Consumer Internet,2018,1
300,22-03-2018,Slang Labs,Voice-based assistant platform,bengaluru,Endiya Partners,seed/angelfunding,1240000,Technology,2018,1
301,26-03-2018,Cash Suvidha,Online loan platform,delhi,"Initia Holdings,Vipin Agarwal and others.",seed/angelfunding,1000000,Consumer Internet,2018,1
302,28-03-2018,Roadcast,Fleet management and asset monitoring platform,delhi,None,privateequity,250000,Technology,2018,1
303,28-03-2018,Smartcoin,Micro lending company,bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",seed/angelfunding,2000000,Finance,2018,1
304,27-03-2018,The Print,News portal,delhi,Ratan Tata,seed/angelfunding,535000,Media,2018,1
305,27-03-2018,DriveU,Professional Car Drivers Hiring App,bengaluru,Amit Singhal and Unitus Seed Fund,privateequity,3000000,Technology,2018,1
306,01-02-2018,BigBasket,Online Grocery & Food Store,bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",privateequity,300000000,Consumer Internet,2018,1
307,01-02-2018,Zomato,Food Ordering and Restaurant Discovery,gurugram,Ant Financials,privateequity,200000000,Food and Beverages,2018,1
308,05-02-2018,Pratilipi,E-Publishing,bengaluru,Omidyar Network,privateequity,4300000,Publishing,2018,1
309,05-02-2018,Asia Institute Of Medical Science,Super-specialty Hospital,faridabad,CDC Group Plc,privateequity,21000000,Healthcare,2018,1
310,05-02-2018,CollegeDekho,Online platform for Higher Education Services,gurugram,"Man Capital LLP, Girnar Software, Others",privateequity,2000000,Consumer Internet,2018,1
311,06-02-2018,Healthi,Preventive Health Checkup,bengaluru,Montane Ventures,privateequity,3100000,Healthcare,2018,1
312,07-02-2018,Swiggy,Online Food Delivery,bengaluru,Naspers,privateequity,100000000,Food and Beverages,2018,1
313,08-02-2018,Shape,"Online Portal for Diet,fitness and Beauty",pune,Sandeep Mathur,seed/anglefunding,100000000,Healthcare,2018,1
314,08-02-2018,Icertis,Enterprise Contract Management Platform,pune,Meritech Capital Partners,privateequity,50000000,Consumer Internet,2018,1
315,09-02-2018,healthifyme,Mobile Weight Loss Coach,bengaluru,Sistema Asia Fund,privateequity,12000000,Healthcare,2018,1
316,09-02-2018,Rupeek,Online Gold Loan,bengaluru,"Accel Partners, Sequoia Capital",privateequity,6830000,Consumer Internet,2018,1
